,method,seed,k,epoch,train_test,tp,tn,fp,fn
1535,original and cof,4,10,368,test,89,79,14,4
1536,original and cof,4,10,369,train,2166,2766,283,883
1537,original and cof,4,10,369,test,90,79,14,3
1538,original and cof,4,10,370,train,2148,2780,269,901
1539,original and cof,4,10,370,test,89,79,14,4
1540,original and cof,4,10,371,train,2166,2766,283,883
1541,original and cof,4,10,371,test,90,79,14,3
1542,original and cof,4,10,372,train,2148,2781,268,901
1543,original and cof,4,10,372,test,89,79,14,4
1544,original and cof,4,10,373,train,2166,2766,283,883
1545,original and cof,4,10,373,test,90,79,14,3
1546,original and cof,4,10,374,train,2148,2781,268,901
1547,original and cof,4,10,374,test,89,79,14,4
1548,original and cof,4,10,375,train,2166,2766,283,883
1549,original and cof,4,10,375,test,90,79,14,3
1550,original and cof,4,10,376,train,2148,2781,268,901
1551,original and cof,4,10,376,test,89,79,14,4
1552,original and cof,4,10,377,train,2166,2766,283,883
1553,original and cof,4,10,377,test,90,79,14,3
1554,original and cof,4,10,378,train,2148,2781,268,901
1555,original and cof,4,10,378,test,89,79,14,4
1556,original and cof,4,10,379,train,2166,2766,283,883
1557,original and cof,4,10,379,test,90,79,14,3
1558,original and cof,4,10,380,train,2148,2782,267,901
1559,original and cof,4,10,380,test,89,79,14,4
1560,original and cof,4,10,381,train,2166,2766,283,883
1561,original and cof,4,10,381,test,90,79,14,3
1562,original and cof,4,10,382,train,2149,2782,267,900
1563,original and cof,4,10,382,test,89,79,14,4
1564,original and cof,4,10,383,train,2166,2766,283,883
1565,original and cof,4,10,383,test,90,79,14,3
1566,original and cof,4,10,384,train,2149,2782,267,900
1567,original and cof,4,10,384,test,89,79,14,4
1568,original and cof,4,10,385,train,2166,2766,283,883
1569,original and cof,4,10,385,test,90,79,14,3
1570,original and cof,4,10,386,train,2147,2782,267,902
1571,original and cof,4,10,386,test,89,79,14,4
1572,original and cof,4,10,387,train,2166,2766,283,883
1573,original and cof,4,10,387,test,90,79,14,3
1574,original and cof,4,10,388,train,2148,2782,267,901
1575,original and cof,4,10,388,test,89,79,14,4
1576,original and cof,4,10,389,train,2166,2766,283,883
1577,original and cof,4,10,389,test,90,79,14,3
1578,original and cof,4,10,390,train,2148,2782,267,901
1579,original and cof,4,10,390,test,89,79,14,4
1580,original and cof,4,10,391,train,2166,2766,283,883
1581,original and cof,4,10,391,test,90,79,14,3
1582,original and cof,4,10,392,train,2148,2782,267,901
1583,original and cof,4,10,392,test,89,79,14,4
1584,original and cof,4,10,393,train,2166,2766,283,883
1585,original and cof,4,10,393,test,90,79,14,3
1586,original and cof,4,10,394,train,2148,2783,266,901
1587,original and cof,4,10,394,test,89,79,14,4
1588,original and cof,4,10,395,train,2166,2766,283,883
1589,original and cof,4,10,395,test,90,79,14,3
1590,original and cof,4,10,396,train,2148,2783,266,901
1591,original and cof,4,10,396,test,89,79,14,4
1592,original and cof,4,10,397,train,2166,2766,283,883
1593,original and cof,4,10,397,test,90,79,14,3
1594,original and cof,4,10,398,train,2148,2783,266,901
1595,original and cof,4,10,398,test,89,79,14,4
1596,original and cof,4,10,399,train,2166,2766,283,883
1597,original and cof,4,10,399,test,90,79,14,3
1598,original and cof,4,10,400,train,2148,2782,267,901
1599,original and cof,4,10,400,test,89,79,14,4
1600,original and cof,4,10,1,train,3049,0,3049,0
1601,original and cof,4,10,1,test,93,0,93,0
1602,original and cof,4,10,2,train,3049,0,3049,0
1603,original and cof,4,10,2,test,93,0,93,0
1604,original and cof,4,10,3,train,3049,0,3049,0
1605,original and cof,4,10,3,test,93,0,93,0
1606,original and cof,4,10,4,train,3049,0,3049,0
1607,original and cof,4,10,4,test,93,0,93,0
1608,original and cof,4,10,5,train,3049,0,3049,0
1609,original and cof,4,10,5,test,93,0,93,0
1610,original and cof,4,10,6,train,3049,0,3049,0
1611,original and cof,4,10,6,test,93,0,93,0
1612,original and cof,4,10,7,train,3049,0,3049,0
1613,original and cof,4,10,7,test,93,0,93,0
1614,original and cof,4,10,8,train,3049,0,3049,0
1615,original and cof,4,10,8,test,93,0,93,0
1616,original and cof,4,10,9,train,3049,0,3049,0
1617,original and cof,4,10,9,test,93,0,93,0
1618,original and cof,4,10,10,train,3049,0,3049,0
1619,original and cof,4,10,10,test,93,0,93,0
1620,original and cof,4,10,11,train,3049,0,3049,0
1621,original and cof,4,10,11,test,93,0,93,0
1622,original and cof,4,10,12,train,3049,0,3049,0
1623,original and cof,4,10,12,test,93,0,93,0
1624,original and cof,4,10,13,train,3049,0,3049,0
1625,original and cof,4,10,13,test,93,0,93,0
1626,original and cof,4,10,14,train,3049,0,3049,0
1627,original and cof,4,10,14,test,93,0,93,0
1628,original and cof,4,10,15,train,3049,0,3049,0
1629,original and cof,4,10,15,test,93,0,93,0
1630,original and cof,4,10,16,train,3049,0,3049,0
1631,original and cof,4,10,16,test,93,0,93,0
1632,original and cof,4,10,17,train,3049,0,3049,0
1633,original and cof,4,10,17,test,93,0,93,0
1634,original and cof,4,10,18,train,3049,0,3049,0
1635,original and cof,4,10,18,test,93,0,93,0
1636,original and cof,4,10,19,train,3049,0,3049,0
1637,original and cof,4,10,19,test,93,0,93,0
1638,original and cof,4,10,20,train,3049,0,3049,0
1639,original and cof,4,10,20,test,93,0,93,0
1640,original and cof,4,10,21,train,3049,0,3049,0
1641,original and cof,4,10,21,test,93,0,93,0
1642,original and cof,4,10,22,train,3048,17,3032,1
1643,original and cof,4,10,22,test,93,1,92,0
1644,original and cof,4,10,23,train,3044,70,2979,5
1645,original and cof,4,10,23,test,93,3,90,0
1646,original and cof,4,10,24,train,3039,125,2924,10
1647,original and cof,4,10,24,test,93,4,89,0
1648,original and cof,4,10,25,train,3033,153,2896,16
1649,original and cof,4,10,25,test,93,4,89,0
1650,original and cof,4,10,26,train,3024,176,2873,25
1651,original and cof,4,10,26,test,93,7,86,0
1652,original and cof,4,10,27,train,3004,197,2852,45
1653,original and cof,4,10,27,test,93,7,86,0
1654,original and cof,4,10,28,train,2975,291,2758,74
1655,original and cof,4,10,28,test,93,12,81,0
1656,original and cof,4,10,29,train,2931,474,2575,118
1657,original and cof,4,10,29,test,93,16,77,0
1658,original and cof,4,10,30,train,2882,685,2364,167
1659,original and cof,4,10,30,test,93,21,72,0
1660,original and cof,4,10,31,train,2840,935,2114,209
1661,original and cof,4,10,31,test,93,28,65,0
1662,original and cof,4,10,32,train,2792,1156,1893,257
1663,original and cof,4,10,32,test,93,36,57,0
1664,original and cof,4,10,33,train,2736,1379,1670,313
1665,original and cof,4,10,33,test,93,47,46,0
1666,original and cof,4,10,34,train,2697,1566,1483,352
1667,original and cof,4,10,34,test,93,54,39,0
1668,original and cof,4,10,35,train,2651,1758,1291,398
1669,original and cof,4,10,35,test,93,57,36,0
1670,original and cof,4,10,36,train,2612,1903,1146,437
1671,original and cof,4,10,36,test,93,61,32,0
1672,original and cof,4,10,37,train,2561,2019,1030,488
1673,original and cof,4,10,37,test,93,64,29,0
1674,original and cof,4,10,38,train,2533,2118,931,516
1675,original and cof,4,10,38,test,93,67,26,0
1676,original and cof,4,10,39,train,2505,2196,853,544
1677,original and cof,4,10,39,test,93,69,24,0
1678,original and cof,4,10,40,train,2483,2274,775,566
1679,original and cof,4,10,40,test,93,70,23,0
1680,original and cof,4,10,41,train,2455,2347,702,594
1681,original and cof,4,10,41,test,93,73,20,0
1682,original and cof,4,10,42,train,2425,2400,649,624
1683,original and cof,4,10,42,test,93,76,17,0
1684,original and cof,4,10,43,train,2406,2447,602,643
1685,original and cof,4,10,43,test,93,76,17,0
1686,original and cof,4,10,44,train,2385,2490,559,664
1687,original and cof,4,10,44,test,93,76,17,0
1688,original and cof,4,10,45,train,2354,2526,523,695
1689,original and cof,4,10,45,test,93,76,17,0
1690,original and cof,4,10,46,train,2324,2570,479,725
1691,original and cof,4,10,46,test,92,77,16,1
1692,original and cof,4,10,47,train,2305,2604,445,744
1693,original and cof,4,10,47,test,91,78,15,2
1694,original and cof,4,10,48,train,2273,2629,420,776
1695,original and cof,4,10,48,test,90,78,15,3
1696,original and cof,4,10,49,train,2248,2646,403,801
1697,original and cof,4,10,49,test,90,78,15,3
1698,original and cof,4,10,50,train,2221,2664,385,828
1699,original and cof,4,10,50,test,90,79,14,3
1700,original and cof,4,10,51,train,2195,2682,367,854
1701,original and cof,4,10,51,test,90,80,13,3
1702,original and cof,4,10,52,train,2183,2697,352,866
1703,original and cof,4,10,52,test,90,81,12,3
1704,original and cof,4,10,53,train,2163,2719,330,886
1705,original and cof,4,10,53,test,89,82,11,4
1706,original and cof,4,10,54,train,2140,2745,304,909
1707,original and cof,4,10,54,test,89,82,11,4
1708,original and cof,4,10,55,train,2131,2758,291,918
1709,original and cof,4,10,55,test,89,84,9,4
1710,original and cof,4,10,56,train,2114,2768,281,935
1711,original and cof,4,10,56,test,89,85,8,4
1712,original and cof,4,10,57,train,2110,2777,272,939
1713,original and cof,4,10,57,test,88,85,8,5
1714,original and cof,4,10,58,train,2100,2787,262,949
1715,original and cof,4,10,58,test,88,85,8,5
1716,original and cof,4,10,59,train,2090,2797,252,959
1717,original and cof,4,10,59,test,88,85,8,5
1718,original and cof,4,10,60,train,2074,2806,243,975
1719,original and cof,4,10,60,test,88,85,8,5
1720,original and cof,4,10,61,train,2054,2814,235,995
1721,original and cof,4,10,61,test,88,85,8,5
1722,original and cof,4,10,62,train,2029,2823,226,1020
1723,original and cof,4,10,62,test,88,85,8,5
1724,original and cof,4,10,63,train,2014,2832,217,1035
1725,original and cof,4,10,63,test,88,85,8,5
1726,original and cof,4,10,64,train,2006,2840,209,1043
1727,original and cof,4,10,64,test,88,86,7,5
1728,original and cof,4,10,65,train,2003,2850,199,1046
1729,original and cof,4,10,65,test,87,86,7,6
1730,original and cof,4,10,66,train,1998,2856,193,1051
1731,original and cof,4,10,66,test,87,86,7,6
1732,original and cof,4,10,67,train,1980,2857,192,1069
1733,original and cof,4,10,67,test,87,86,7,6
1734,original and cof,4,10,68,train,1967,2862,187,1082
1735,original and cof,4,10,68,test,87,87,6,6
1736,original and cof,4,10,69,train,1963,2869,180,1086
1737,original and cof,4,10,69,test,87,87,6,6
1738,original and cof,4,10,70,train,1956,2873,176,1093
1739,original and cof,4,10,70,test,86,87,6,7
1740,original and cof,4,10,71,train,1946,2879,170,1103
1741,original and cof,4,10,71,test,85,87,6,8
1742,original and cof,4,10,72,train,1941,2883,166,1108
1743,original and cof,4,10,72,test,85,87,6,8
1744,original and cof,4,10,73,train,1932,2886,163,1117
1745,original and cof,4,10,73,test,84,87,6,9
1746,original and cof,4,10,74,train,1925,2891,158,1124
1747,original and cof,4,10,74,test,84,87,6,9
1748,original and cof,4,10,75,train,1916,2897,152,1133
1749,original and cof,4,10,75,test,84,88,5,9
1750,original and cof,4,10,76,train,1911,2897,152,1138
1751,original and cof,4,10,76,test,83,88,5,10
1752,original and cof,4,10,77,train,1905,2900,149,1144
1753,original and cof,4,10,77,test,82,88,5,11
1754,original and cof,4,10,78,train,1898,2905,144,1151
1755,original and cof,4,10,78,test,82,89,4,11
1756,original and cof,4,10,79,train,1896,2907,142,1153
1757,original and cof,4,10,79,test,82,89,4,11
1758,original and cof,4,10,80,train,1892,2909,140,1157
1759,original and cof,4,10,80,test,82,89,4,11
1760,original and cof,4,10,81,train,1891,2910,139,1158
1761,original and cof,4,10,81,test,82,89,4,11
1762,original and cof,4,10,82,train,1890,2911,138,1159
1763,original and cof,4,10,82,test,82,90,3,11
1764,original and cof,4,10,83,train,1884,2912,137,1165
1765,original and cof,4,10,83,test,82,90,3,11
1766,original and cof,4,10,84,train,1882,2916,133,1167
1767,original and cof,4,10,84,test,82,91,2,11
1768,original and cof,4,10,85,train,1877,2919,130,1172
1769,original and cof,4,10,85,test,82,91,2,11
1770,original and cof,4,10,86,train,1872,2921,128,1177
1771,original and cof,4,10,86,test,82,91,2,11
1772,original and cof,4,10,87,train,1870,2924,125,1179
1773,original and cof,4,10,87,test,82,91,2,11
1774,original and cof,4,10,88,train,1869,2924,125,1180
1775,original and cof,4,10,88,test,82,91,2,11
1776,original and cof,4,10,89,train,1868,2925,124,1181
1777,original and cof,4,10,89,test,82,91,2,11
1778,original and cof,4,10,90,train,1868,2925,124,1181
1779,original and cof,4,10,90,test,82,91,2,11
1780,original and cof,4,10,91,train,1866,2925,124,1183
1781,original and cof,4,10,91,test,82,91,2,11
1782,original and cof,4,10,92,train,1865,2926,123,1184
1783,original and cof,4,10,92,test,82,91,2,11
1784,original and cof,4,10,93,train,1865,2926,123,1184
1785,original and cof,4,10,93,test,82,91,2,11
1786,original and cof,4,10,94,train,1865,2927,122,1184
1787,original and cof,4,10,94,test,82,91,2,11
1788,original and cof,4,10,95,train,1865,2927,122,1184
1789,original and cof,4,10,95,test,82,91,2,11
1790,original and cof,4,10,96,train,1865,2928,121,1184
1791,original and cof,4,10,96,test,82,91,2,11
1792,original and cof,4,10,97,train,1865,2928,121,1184
1793,original and cof,4,10,97,test,82,91,2,11
1794,original and cof,4,10,98,train,1865,2927,122,1184
1795,original and cof,4,10,98,test,82,91,2,11
1796,original and cof,4,10,99,train,1865,2926,123,1184
1797,original and cof,4,10,99,test,82,91,2,11
1798,original and cof,4,10,100,train,1865,2926,123,1184
1799,original and cof,4,10,100,test,82,91,2,11
1800,original and cof,4,10,101,train,1866,2926,123,1183
1801,original and cof,4,10,101,test,82,91,2,11
1802,original and cof,4,10,102,train,1867,2925,124,1182
1803,original and cof,4,10,102,test,82,91,2,11
1804,original and cof,4,10,103,train,1868,2925,124,1181
1805,original and cof,4,10,103,test,82,91,2,11
1806,original and cof,4,10,104,train,1868,2925,124,1181
1807,original and cof,4,10,104,test,82,91,2,11
1808,original and cof,4,10,105,train,1869,2924,125,1180
1809,original and cof,4,10,105,test,82,91,2,11
1810,original and cof,4,10,106,train,1870,2922,127,1179
1811,original and cof,4,10,106,test,82,91,2,11
1812,original and cof,4,10,107,train,1872,2921,128,1177
1813,original and cof,4,10,107,test,82,91,2,11
1814,original and cof,4,10,108,train,1878,2919,130,1171
1815,original and cof,4,10,108,test,82,91,2,11
1816,original and cof,4,10,109,train,1882,2917,132,1167
1817,original and cof,4,10,109,test,82,91,2,11
1818,original and cof,4,10,110,train,1884,2913,136,1165
1819,original and cof,4,10,110,test,82,90,3,11
1820,original and cof,4,10,111,train,1890,2911,138,1159
1821,original and cof,4,10,111,test,82,90,3,11
1822,original and cof,4,10,112,train,1891,2911,138,1158
1823,original and cof,4,10,112,test,82,89,4,11
1824,original and cof,4,10,113,train,1891,2910,139,1158
1825,original and cof,4,10,113,test,82,89,4,11
1826,original and cof,4,10,114,train,1893,2908,141,1156
1827,original and cof,4,10,114,test,82,89,4,11
1828,original and cof,4,10,115,train,1896,2907,142,1153
1829,original and cof,4,10,115,test,82,89,4,11
1830,original and cof,4,10,116,train,1900,2904,145,1149
1831,original and cof,4,10,116,test,82,89,4,11
1832,original and cof,4,10,117,train,1905,2900,149,1144
1833,original and cof,4,10,117,test,83,88,5,10
1834,original and cof,4,10,118,train,1912,2897,152,1137
1835,original and cof,4,10,118,test,83,88,5,10
1836,original and cof,4,10,119,train,1916,2897,152,1133
1837,original and cof,4,10,119,test,84,88,5,9
1838,original and cof,4,10,120,train,1919,2895,154,1130
1839,original and cof,4,10,120,test,84,88,5,9
1840,original and cof,4,10,121,train,1927,2890,159,1122
1841,original and cof,4,10,121,test,84,87,6,9
1842,original and cof,4,10,122,train,1932,2885,164,1117
1843,original and cof,4,10,122,test,84,87,6,9
1844,original and cof,4,10,123,train,1937,2883,166,1112
1845,original and cof,4,10,123,test,85,87,6,8
1846,original and cof,4,10,124,train,1943,2881,168,1106
1847,original and cof,4,10,124,test,85,87,6,8
1848,original and cof,4,10,125,train,1949,2879,170,1100
1849,original and cof,4,10,125,test,85,87,6,8
1850,original and cof,4,10,126,train,1951,2874,175,1098
1851,original and cof,4,10,126,test,86,87,6,7
1852,original and cof,4,10,127,train,1959,2870,179,1090
1853,original and cof,4,10,127,test,87,87,6,6
1854,original and cof,4,10,128,train,1962,2868,181,1087
1855,original and cof,4,10,128,test,87,87,6,6
1856,original and cof,4,10,129,train,1963,2862,187,1086
1857,original and cof,4,10,129,test,87,87,6,6
1858,original and cof,4,10,130,train,1969,2861,188,1080
1859,original and cof,4,10,130,test,87,87,6,6
1860,original and cof,4,10,131,train,1975,2858,191,1074
1861,original and cof,4,10,131,test,87,86,7,6
1862,original and cof,4,10,132,train,1986,2857,192,1063
1863,original and cof,4,10,132,test,87,86,7,6
1864,original and cof,4,10,133,train,1989,2857,192,1060
1865,original and cof,4,10,133,test,87,86,7,6
1866,original and cof,4,10,134,train,1998,2854,195,1051
1867,original and cof,4,10,134,test,87,86,7,6
1868,original and cof,4,10,135,train,2002,2853,196,1047
1869,original and cof,4,10,135,test,87,86,7,6
1870,original and cof,4,10,136,train,2005,2849,200,1044
1871,original and cof,4,10,136,test,87,86,7,6
1872,original and cof,4,10,137,train,2006,2845,204,1043
1873,original and cof,4,10,137,test,87,86,7,6
1874,original and cof,4,10,138,train,2006,2841,208,1043
1875,original and cof,4,10,138,test,88,86,7,5
1876,original and cof,4,10,139,train,2007,2836,213,1042
1877,original and cof,4,10,139,test,88,86,7,5
1878,original and cof,4,10,140,train,2012,2835,214,1037
1879,original and cof,4,10,140,test,88,86,7,5
1880,original and cof,4,10,141,train,2016,2832,217,1033
1881,original and cof,4,10,141,test,88,85,8,5
1882,original and cof,4,10,142,train,2024,2831,218,1025
1883,original and cof,4,10,142,test,88,85,8,5
1884,original and cof,4,10,143,train,2030,2826,223,1019
1885,original and cof,4,10,143,test,88,85,8,5
1886,original and cof,4,10,144,train,2033,2821,228,1016
1887,original and cof,4,10,144,test,88,85,8,5
1888,original and cof,4,10,145,train,2049,2817,232,1000
1889,original and cof,4,10,145,test,88,85,8,5
1890,original and cof,4,10,146,train,2050,2817,232,999
1891,original and cof,4,10,146,test,88,85,8,5
1892,original and cof,4,10,147,train,2061,2813,236,988
1893,original and cof,4,10,147,test,88,85,8,5
1894,original and cof,4,10,148,train,2065,2812,237,984
1895,original and cof,4,10,148,test,88,85,8,5
1896,original and cof,4,10,149,train,2074,2806,243,975
1897,original and cof,4,10,149,test,88,85,8,5
1898,original and cof,4,10,150,train,2074,2806,243,975
1899,original and cof,4,10,150,test,88,85,8,5
1900,original and cof,4,10,151,train,2087,2799,250,962
1901,original and cof,4,10,151,test,88,85,8,5
1902,original and cof,4,10,152,train,2084,2799,250,965
1903,original and cof,4,10,152,test,88,85,8,5
1904,original and cof,4,10,153,train,2090,2792,257,959
1905,original and cof,4,10,153,test,88,85,8,5
1906,original and cof,4,10,154,train,2090,2797,252,959
1907,original and cof,4,10,154,test,88,85,8,5
1908,original and cof,4,10,155,train,2100,2788,261,949
1909,original and cof,4,10,155,test,88,85,8,5
1910,original and cof,4,10,156,train,2093,2789,260,956
1911,original and cof,4,10,156,test,88,85,8,5
1912,original and cof,4,10,157,train,2103,2782,267,946
1913,original and cof,4,10,157,test,88,85,8,5
1914,original and cof,4,10,158,train,2095,2789,260,954
1915,original and cof,4,10,158,test,88,85,8,5
1916,original and cof,4,10,159,train,2106,2777,272,943
1917,original and cof,4,10,159,test,88,85,8,5
1918,original and cof,4,10,160,train,2100,2786,263,949
1919,original and cof,4,10,160,test,88,85,8,5
1920,original and cof,4,10,161,train,2110,2776,273,939
1921,original and cof,4,10,161,test,88,85,8,5
1922,original and cof,4,10,162,train,2101,2785,264,948
1923,original and cof,4,10,162,test,88,85,8,5
1924,original and cof,4,10,163,train,2111,2773,276,938
1925,original and cof,4,10,163,test,89,85,8,4
1926,original and cof,4,10,164,train,2103,2782,267,946
1927,original and cof,4,10,164,test,88,85,8,5
1928,original and cof,4,10,165,train,2112,2773,276,937
1929,original and cof,4,10,165,test,89,85,8,4
1930,original and cof,4,10,166,train,2103,2781,268,946
1931,original and cof,4,10,166,test,88,85,8,5
1932,original and cof,4,10,167,train,2113,2771,278,936
1933,original and cof,4,10,167,test,89,85,8,4
1934,original and cof,4,10,168,train,2106,2780,269,943
1935,original and cof,4,10,168,test,88,85,8,5
1936,original and cof,4,10,169,train,2113,2769,280,936
1937,original and cof,4,10,169,test,89,85,8,4
1938,original and cof,4,10,170,train,2107,2777,272,942
1939,original and cof,4,10,170,test,88,85,8,5
1940,original and cof,4,10,171,train,2114,2769,280,935
1941,original and cof,4,10,171,test,89,85,8,4
1942,original and cof,4,10,172,train,2108,2777,272,941
1943,original and cof,4,10,172,test,88,85,8,5
1944,original and cof,4,10,173,train,2115,2768,281,934
1945,original and cof,4,10,173,test,89,85,8,4
1946,original and cof,4,10,174,train,2110,2776,273,939
1947,original and cof,4,10,174,test,88,85,8,5
1948,original and cof,4,10,175,train,2115,2767,282,934
1949,original and cof,4,10,175,test,89,85,8,4
1950,original and cof,4,10,176,train,2110,2775,274,939
1951,original and cof,4,10,176,test,88,85,8,5
1952,original and cof,4,10,177,train,2116,2767,282,933
1953,original and cof,4,10,177,test,89,85,8,4
1954,original and cof,4,10,178,train,2111,2774,275,938
1955,original and cof,4,10,178,test,89,85,8,4
1956,original and cof,4,10,179,train,2117,2767,282,932
1957,original and cof,4,10,179,test,89,85,8,4
1958,original and cof,4,10,180,train,2111,2774,275,938
1959,original and cof,4,10,180,test,89,85,8,4
1960,original and cof,4,10,181,train,2118,2766,283,931
1961,original and cof,4,10,181,test,89,85,8,4
1962,original and cof,4,10,182,train,2112,2774,275,937
1963,original and cof,4,10,182,test,89,85,8,4
1964,original and cof,4,10,183,train,2118,2766,283,931
1965,original and cof,4,10,183,test,89,85,8,4
1966,original and cof,4,10,184,train,2112,2774,275,937
1967,original and cof,4,10,184,test,89,85,8,4
1968,original and cof,4,10,185,train,2118,2765,284,931
1969,original and cof,4,10,185,test,89,85,8,4
1970,original and cof,4,10,186,train,2112,2774,275,937
1971,original and cof,4,10,186,test,89,85,8,4
1972,original and cof,4,10,187,train,2121,2764,285,928
1973,original and cof,4,10,187,test,89,85,8,4
1974,original and cof,4,10,188,train,2112,2774,275,937
1975,original and cof,4,10,188,test,89,85,8,4
1976,original and cof,4,10,189,train,2122,2764,285,927
1977,original and cof,4,10,189,test,89,85,8,4
1978,original and cof,4,10,190,train,2112,2774,275,937
1979,original and cof,4,10,190,test,89,85,8,4
1980,original and cof,4,10,191,train,2122,2764,285,927
1981,original and cof,4,10,191,test,89,85,8,4
1982,original and cof,4,10,192,train,2112,2774,275,937
1983,original and cof,4,10,192,test,89,85,8,4
1984,original and cof,4,10,193,train,2122,2764,285,927
1985,original and cof,4,10,193,test,89,85,8,4
1986,original and cof,4,10,194,train,2112,2774,275,937
1987,original and cof,4,10,194,test,89,85,8,4
1988,original and cof,4,10,195,train,2122,2764,285,927
1989,original and cof,4,10,195,test,89,85,8,4
1990,original and cof,4,10,196,train,2112,2774,275,937
1991,original and cof,4,10,196,test,89,85,8,4
1992,original and cof,4,10,197,train,2122,2764,285,927
1993,original and cof,4,10,197,test,89,85,8,4
1994,original and cof,4,10,198,train,2112,2774,275,937
1995,original and cof,4,10,198,test,89,85,8,4
1996,original and cof,4,10,199,train,2123,2764,285,926
1997,original and cof,4,10,199,test,89,85,8,4
1998,original and cof,4,10,200,train,2112,2774,275,937
1999,original and cof,4,10,200,test,89,85,8,4
2000,original and cof,4,10,201,train,2123,2764,285,926
2001,original and cof,4,10,201,test,89,85,8,4
2002,original and cof,4,10,202,train,2112,2774,275,937
2003,original and cof,4,10,202,test,89,85,8,4
2004,original and cof,4,10,203,train,2123,2764,285,926
2005,original and cof,4,10,203,test,89,85,8,4
2006,original and cof,4,10,204,train,2112,2774,275,937
2007,original and cof,4,10,204,test,89,85,8,4
2008,original and cof,4,10,205,train,2123,2764,285,926
2009,original and cof,4,10,205,test,89,85,8,4
2010,original and cof,4,10,206,train,2113,2775,274,936
2011,original and cof,4,10,206,test,89,85,8,4
2012,original and cof,4,10,207,train,2123,2764,285,926
2013,original and cof,4,10,207,test,89,85,8,4
2014,original and cof,4,10,208,train,2113,2775,274,936
2015,original and cof,4,10,208,test,89,85,8,4
2016,original and cof,4,10,209,train,2123,2764,285,926
2017,original and cof,4,10,209,test,89,85,8,4
2018,original and cof,4,10,210,train,2113,2775,274,936
2019,original and cof,4,10,210,test,89,85,8,4
2020,original and cof,4,10,211,train,2125,2764,285,924
2021,original and cof,4,10,211,test,89,85,8,4
2022,original and cof,4,10,212,train,2113,2775,274,936
2023,original and cof,4,10,212,test,89,85,8,4
2024,original and cof,4,10,213,train,2125,2764,285,924
2025,original and cof,4,10,213,test,89,85,8,4
2026,original and cof,4,10,214,train,2113,2775,274,936
2027,original and cof,4,10,214,test,89,85,8,4
2028,original and cof,4,10,215,train,2125,2764,285,924
2029,original and cof,4,10,215,test,89,85,8,4
2030,original and cof,4,10,216,train,2113,2775,274,936
2031,original and cof,4,10,216,test,89,85,8,4
2032,original and cof,4,10,217,train,2125,2764,285,924
2033,original and cof,4,10,217,test,89,85,8,4
2034,original and cof,4,10,218,train,2113,2775,274,936
2035,original and cof,4,10,218,test,89,85,8,4
2036,original and cof,4,10,219,train,2126,2764,285,923
2037,original and cof,4,10,219,test,89,85,8,4
2038,original and cof,4,10,220,train,2113,2775,274,936
2039,original and cof,4,10,220,test,89,85,8,4
2040,original and cof,4,10,221,train,2126,2764,285,923
2041,original and cof,4,10,221,test,89,85,8,4
2042,original and cof,4,10,222,train,2113,2775,274,936
2043,original and cof,4,10,222,test,89,85,8,4
2044,original and cof,4,10,223,train,2126,2764,285,923
2045,original and cof,4,10,223,test,89,85,8,4
2046,original and cof,4,10,224,train,2113,2775,274,936
2047,original and cof,4,10,224,test,89,85,8,4
2048,original and cof,4,10,225,train,2126,2764,285,923
2049,original and cof,4,10,225,test,89,85,8,4
2050,original and cof,4,10,226,train,2113,2775,274,936
2051,original and cof,4,10,226,test,89,85,8,4
2052,original and cof,4,10,227,train,2126,2764,285,923
2053,original and cof,4,10,227,test,89,85,8,4
2054,original and cof,4,10,228,train,2113,2775,274,936
2055,original and cof,4,10,228,test,89,85,8,4
2056,original and cof,4,10,229,train,2126,2764,285,923
2057,original and cof,4,10,229,test,89,85,8,4
2058,original and cof,4,10,230,train,2113,2775,274,936
2059,original and cof,4,10,230,test,89,85,8,4
2060,original and cof,4,10,231,train,2126,2764,285,923
2061,original and cof,4,10,231,test,89,85,8,4
2062,original and cof,4,10,232,train,2113,2775,274,936
2063,original and cof,4,10,232,test,89,85,8,4
2064,original and cof,4,10,233,train,2126,2764,285,923
2065,original and cof,4,10,233,test,89,85,8,4
2066,original and cof,4,10,234,train,2113,2775,274,936
2067,original and cof,4,10,234,test,89,85,8,4
2068,original and cof,4,10,235,train,2126,2764,285,923
2069,original and cof,4,10,235,test,89,84,9,4
2070,original and cof,4,10,236,train,2113,2775,274,936
2071,original and cof,4,10,236,test,89,85,8,4
2072,original and cof,4,10,237,train,2126,2764,285,923
2073,original and cof,4,10,237,test,89,84,9,4
2074,original and cof,4,10,238,train,2113,2775,274,936
2075,original and cof,4,10,238,test,89,85,8,4
2076,original and cof,4,10,239,train,2126,2764,285,923
2077,original and cof,4,10,239,test,89,84,9,4
2078,original and cof,4,10,240,train,2113,2775,274,936
2079,original and cof,4,10,240,test,89,85,8,4
2080,original and cof,4,10,241,train,2126,2764,285,923
2081,original and cof,4,10,241,test,89,84,9,4
2082,original and cof,4,10,242,train,2113,2775,274,936
2083,original and cof,4,10,242,test,89,85,8,4
2084,original and cof,4,10,243,train,2126,2763,286,923
2085,original and cof,4,10,243,test,89,84,9,4
2086,original and cof,4,10,244,train,2113,2775,274,936
2087,original and cof,4,10,244,test,89,85,8,4
2088,original and cof,4,10,245,train,2126,2764,285,923
2089,original and cof,4,10,245,test,89,84,9,4
