,method,seed,k,epoch,train_test,tp,tn,fp,fn
4264,original,4,10,133,train,2050,2825,224,999
4265,original,4,10,133,test,88,87,6,5
4266,original,4,10,134,train,2058,2822,227,991
4267,original,4,10,134,test,88,87,6,5
4268,original,4,10,135,train,2062,2818,231,987
4269,original,4,10,135,test,88,87,6,5
4270,original,4,10,136,train,2066,2816,233,983
4271,original,4,10,136,test,88,87,6,5
4272,original,4,10,137,train,2074,2812,237,975
4273,original,4,10,137,test,88,87,6,5
4274,original,4,10,138,train,2081,2809,240,968
4275,original,4,10,138,test,88,87,6,5
4276,original,4,10,139,train,2086,2806,243,963
4277,original,4,10,139,test,88,87,6,5
4278,original,4,10,140,train,2097,2803,246,952
4279,original,4,10,140,test,88,87,6,5
4280,original,4,10,141,train,2102,2798,251,947
4281,original,4,10,141,test,88,87,6,5
4282,original,4,10,142,train,2106,2797,252,943
4283,original,4,10,142,test,88,87,6,5
4284,original,4,10,143,train,2109,2792,257,940
4285,original,4,10,143,test,88,86,7,5
4286,original,4,10,144,train,2115,2787,262,934
4287,original,4,10,144,test,88,85,8,5
4288,original,4,10,145,train,2117,2785,264,932
4289,original,4,10,145,test,88,85,8,5
4290,original,4,10,146,train,2122,2781,268,927
4291,original,4,10,146,test,88,85,8,5
4292,original,4,10,147,train,2128,2779,270,921
4293,original,4,10,147,test,88,85,8,5
4294,original,4,10,148,train,2133,2775,274,916
4295,original,4,10,148,test,88,85,8,5
4296,original,4,10,149,train,2137,2774,275,912
4297,original,4,10,149,test,88,85,8,5
4298,original,4,10,150,train,2140,2767,282,909
4299,original,4,10,150,test,89,85,8,4
4300,original,4,10,151,train,2140,2767,282,909
4301,original,4,10,151,test,89,85,8,4
4302,original,4,10,152,train,2146,2762,287,903
4303,original,4,10,152,test,89,85,8,4
4304,original,4,10,153,train,2146,2763,286,903
4305,original,4,10,153,test,89,85,8,4
4306,original,4,10,154,train,2151,2756,293,898
4307,original,4,10,154,test,89,85,8,4
4308,original,4,10,155,train,2150,2760,289,899
4309,original,4,10,155,test,89,85,8,4
4310,original,4,10,156,train,2156,2751,298,893
4311,original,4,10,156,test,89,85,8,4
4312,original,4,10,157,train,2151,2756,293,898
4313,original,4,10,157,test,89,85,8,4
4314,original,4,10,158,train,2168,2746,303,881
4315,original,4,10,158,test,89,85,8,4
4316,original,4,10,159,train,2152,2756,293,897
4317,original,4,10,159,test,89,85,8,4
4318,original,4,10,160,train,2173,2743,306,876
4319,original,4,10,160,test,89,85,8,4
4320,original,4,10,161,train,2155,2752,297,894
4321,original,4,10,161,test,89,85,8,4
4322,original,4,10,162,train,2177,2737,312,872
4323,original,4,10,162,test,89,85,8,4
4324,original,4,10,163,train,2159,2751,298,890
4325,original,4,10,163,test,89,85,8,4
4326,original,4,10,164,train,2183,2732,317,866
4327,original,4,10,164,test,89,85,8,4
4328,original,4,10,165,train,2168,2749,300,881
4329,original,4,10,165,test,89,85,8,4
4330,original,4,10,166,train,2188,2732,317,861
4331,original,4,10,166,test,89,85,8,4
4332,original,4,10,167,train,2169,2748,301,880
4333,original,4,10,167,test,89,85,8,4
4334,original,4,10,168,train,2188,2730,319,861
4335,original,4,10,168,test,89,85,8,4
4336,original,4,10,169,train,2170,2747,302,879
4337,original,4,10,169,test,89,85,8,4
4338,original,4,10,170,train,2196,2729,320,853
4339,original,4,10,170,test,89,85,8,4
4340,original,4,10,171,train,2171,2746,303,878
4341,original,4,10,171,test,89,85,8,4
4342,original,4,10,172,train,2196,2728,321,853
4343,original,4,10,172,test,89,85,8,4
4344,original,4,10,173,train,2173,2745,304,876
4345,original,4,10,173,test,89,85,8,4
4346,original,4,10,174,train,2196,2728,321,853
4347,original,4,10,174,test,89,85,8,4
4348,original,4,10,175,train,2173,2743,306,876
4349,original,4,10,175,test,89,85,8,4
4350,original,4,10,176,train,2196,2728,321,853
4351,original,4,10,176,test,89,85,8,4
4352,original,4,10,177,train,2173,2742,307,876
4353,original,4,10,177,test,89,85,8,4
4354,original,4,10,178,train,2196,2728,321,853
4355,original,4,10,178,test,89,85,8,4
4356,original,4,10,179,train,2175,2742,307,874
4357,original,4,10,179,test,89,85,8,4
4358,original,4,10,180,train,2197,2727,322,852
4359,original,4,10,180,test,89,85,8,4
4360,original,4,10,181,train,2175,2742,307,874
4361,original,4,10,181,test,89,85,8,4
4362,original,4,10,182,train,2197,2727,322,852
4363,original,4,10,182,test,89,85,8,4
4364,original,4,10,183,train,2175,2742,307,874
4365,original,4,10,183,test,89,85,8,4
4366,original,4,10,184,train,2197,2727,322,852
4367,original,4,10,184,test,89,85,8,4
4368,original,4,10,185,train,2178,2742,307,871
4369,original,4,10,185,test,89,85,8,4
4370,original,4,10,186,train,2197,2727,322,852
4371,original,4,10,186,test,89,85,8,4
4372,original,4,10,187,train,2178,2742,307,871
4373,original,4,10,187,test,89,85,8,4
4374,original,4,10,188,train,2197,2727,322,852
4375,original,4,10,188,test,89,85,8,4
4376,original,4,10,189,train,2178,2742,307,871
4377,original,4,10,189,test,89,85,8,4
4378,original,4,10,190,train,2197,2727,322,852
4379,original,4,10,190,test,89,85,8,4
4380,original,4,10,191,train,2178,2742,307,871
4381,original,4,10,191,test,89,85,8,4
4382,original,4,10,192,train,2197,2727,322,852
4383,original,4,10,192,test,89,85,8,4
4384,original,4,10,193,train,2178,2743,306,871
4385,original,4,10,193,test,89,85,8,4
4386,original,4,10,194,train,2197,2727,322,852
4387,original,4,10,194,test,89,85,8,4
4388,original,4,10,195,train,2178,2743,306,871
4389,original,4,10,195,test,89,85,8,4
4390,original,4,10,196,train,2201,2727,322,848
4391,original,4,10,196,test,89,85,8,4
4392,original,4,10,197,train,2179,2743,306,870
4393,original,4,10,197,test,89,85,8,4
4394,original,4,10,198,train,2201,2728,321,848
4395,original,4,10,198,test,89,85,8,4
4396,original,4,10,199,train,2179,2744,305,870
4397,original,4,10,199,test,89,85,8,4
4398,original,4,10,200,train,2200,2728,321,849
4399,original,4,10,200,test,89,85,8,4
4400,original,4,10,201,train,2179,2745,304,870
4401,original,4,10,201,test,89,85,8,4
4402,original,4,10,202,train,2200,2728,321,849
4403,original,4,10,202,test,89,85,8,4
4404,original,4,10,203,train,2179,2745,304,870
4405,original,4,10,203,test,89,85,8,4
4406,original,4,10,204,train,2200,2728,321,849
4407,original,4,10,204,test,89,85,8,4
4408,original,4,10,205,train,2179,2746,303,870
4409,original,4,10,205,test,89,85,8,4
4410,original,4,10,206,train,2200,2728,321,849
4411,original,4,10,206,test,89,85,8,4
4412,original,4,10,207,train,2180,2746,303,869
4413,original,4,10,207,test,89,85,8,4
4414,original,4,10,208,train,2200,2729,320,849
4415,original,4,10,208,test,89,85,8,4
4416,original,4,10,209,train,2180,2747,302,869
4417,original,4,10,209,test,89,85,8,4
4418,original,4,10,210,train,2200,2729,320,849
4419,original,4,10,210,test,89,85,8,4
4420,original,4,10,211,train,2180,2746,303,869
4421,original,4,10,211,test,89,85,8,4
4422,original,4,10,212,train,2200,2729,320,849
4423,original,4,10,212,test,89,85,8,4
4424,original,4,10,213,train,2180,2746,303,869
4425,original,4,10,213,test,89,85,8,4
4426,original,4,10,214,train,2200,2730,319,849
4427,original,4,10,214,test,89,85,8,4
4428,original,4,10,215,train,2180,2746,303,869
4429,original,4,10,215,test,89,85,8,4
4430,original,4,10,216,train,2200,2730,319,849
4431,original,4,10,216,test,89,85,8,4
4432,original,4,10,217,train,2180,2747,302,869
4433,original,4,10,217,test,89,85,8,4
4434,original,4,10,218,train,2200,2730,319,849
4435,original,4,10,218,test,89,85,8,4
4436,original,4,10,219,train,2182,2747,302,867
4437,original,4,10,219,test,89,85,8,4
4438,original,4,10,220,train,2200,2730,319,849
4439,original,4,10,220,test,89,85,8,4
4440,original,4,10,221,train,2182,2747,302,867
4441,original,4,10,221,test,89,85,8,4
4442,original,4,10,222,train,2200,2730,319,849
4443,original,4,10,222,test,89,85,8,4
4444,original,4,10,223,train,2182,2747,302,867
4445,original,4,10,223,test,89,85,8,4
4446,original,4,10,224,train,2200,2730,319,849
4447,original,4,10,224,test,89,85,8,4
4448,original,4,10,225,train,2182,2747,302,867
4449,original,4,10,225,test,89,85,8,4
4450,original,4,10,226,train,2200,2730,319,849
4451,original,4,10,226,test,89,85,8,4
4452,original,4,10,227,train,2182,2747,302,867
4453,original,4,10,227,test,89,85,8,4
4454,original,4,10,228,train,2200,2730,319,849
4455,original,4,10,228,test,89,85,8,4
4456,original,4,10,229,train,2178,2747,302,871
4457,original,4,10,229,test,89,85,8,4
4458,original,4,10,230,train,2200,2729,320,849
4459,original,4,10,230,test,89,85,8,4
4460,original,4,10,231,train,2178,2747,302,871
4461,original,4,10,231,test,89,85,8,4
4462,original,4,10,232,train,2200,2729,320,849
4463,original,4,10,232,test,89,85,8,4
4464,original,4,10,233,train,2178,2747,302,871
4465,original,4,10,233,test,89,85,8,4
4466,original,4,10,234,train,2200,2729,320,849
4467,original,4,10,234,test,89,85,8,4
4468,original,4,10,235,train,2178,2747,302,871
4469,original,4,10,235,test,89,85,8,4
4470,original,4,10,236,train,2201,2729,320,848
4471,original,4,10,236,test,89,85,8,4
4472,original,4,10,237,train,2178,2746,303,871
4473,original,4,10,237,test,89,85,8,4
4474,original,4,10,238,train,2201,2729,320,848
4475,original,4,10,238,test,89,85,8,4
4476,original,4,10,239,train,2178,2746,303,871
4477,original,4,10,239,test,89,85,8,4
4478,original,4,10,240,train,2203,2729,320,846
4479,original,4,10,240,test,89,85,8,4
4480,original,4,10,241,train,2178,2746,303,871
4481,original,4,10,241,test,89,85,8,4
4482,original,4,10,242,train,2203,2729,320,846
4483,original,4,10,242,test,89,85,8,4
4484,original,4,10,243,train,2178,2746,303,871
4485,original,4,10,243,test,89,85,8,4
4486,original,4,10,244,train,2203,2730,319,846
4487,original,4,10,244,test,89,85,8,4
4488,original,4,10,245,train,2178,2746,303,871
4489,original,4,10,245,test,89,85,8,4
4490,original,4,10,246,train,2203,2731,318,846
4491,original,4,10,246,test,89,85,8,4
4492,original,4,10,247,train,2178,2746,303,871
4493,original,4,10,247,test,89,85,8,4
4494,original,4,10,248,train,2203,2731,318,846
4495,original,4,10,248,test,89,85,8,4
4496,original,4,10,249,train,2178,2745,304,871
4497,original,4,10,249,test,89,85,8,4
4498,original,4,10,250,train,2203,2731,318,846
4499,original,4,10,250,test,89,85,8,4
4500,original,4,10,251,train,2178,2745,304,871
4501,original,4,10,251,test,89,85,8,4
4502,original,4,10,252,train,2203,2731,318,846
4503,original,4,10,252,test,89,85,8,4
4504,original,4,10,253,train,2181,2745,304,868
4505,original,4,10,253,test,89,85,8,4
4506,original,4,10,254,train,2203,2732,317,846
4507,original,4,10,254,test,89,85,8,4
4508,original,4,10,255,train,2181,2745,304,868
4509,original,4,10,255,test,89,85,8,4
4510,original,4,10,256,train,2203,2732,317,846
4511,original,4,10,256,test,89,85,8,4
4512,original,4,10,257,train,2181,2745,304,868
4513,original,4,10,257,test,89,85,8,4
4514,original,4,10,258,train,2203,2732,317,846
4515,original,4,10,258,test,89,85,8,4
4516,original,4,10,259,train,2181,2745,304,868
4517,original,4,10,259,test,89,85,8,4
4518,original,4,10,260,train,2206,2732,317,843
4519,original,4,10,260,test,89,85,8,4
4520,original,4,10,261,train,2181,2745,304,868
4521,original,4,10,261,test,89,85,8,4
4522,original,4,10,262,train,2209,2732,317,840
4523,original,4,10,262,test,89,85,8,4
4524,original,4,10,263,train,2181,2745,304,868
4525,original,4,10,263,test,89,85,8,4
4526,original,4,10,264,train,2209,2733,316,840
4527,original,4,10,264,test,89,85,8,4
4528,original,4,10,265,train,2181,2745,304,868
4529,original,4,10,265,test,89,85,8,4
4530,original,4,10,266,train,2209,2733,316,840
4531,original,4,10,266,test,89,85,8,4
4532,original,4,10,267,train,2181,2745,304,868
4533,original,4,10,267,test,89,85,8,4
4534,original,4,10,268,train,2209,2733,316,840
4535,original,4,10,268,test,89,85,8,4
4536,original,4,10,269,train,2182,2745,304,867
4537,original,4,10,269,test,89,85,8,4
4538,original,4,10,270,train,2209,2733,316,840
4539,original,4,10,270,test,89,85,8,4
4540,original,4,10,271,train,2182,2745,304,867
4541,original,4,10,271,test,89,85,8,4
4542,original,4,10,272,train,2209,2733,316,840
4543,original,4,10,272,test,89,85,8,4
4544,original,4,10,273,train,2181,2745,304,868
4545,original,4,10,273,test,89,85,8,4
4546,original,4,10,274,train,2209,2733,316,840
4547,original,4,10,274,test,89,85,8,4
4548,original,4,10,275,train,2181,2745,304,868
4549,original,4,10,275,test,89,85,8,4
4550,original,4,10,276,train,2209,2734,315,840
4551,original,4,10,276,test,89,85,8,4
4552,original,4,10,277,train,2181,2745,304,868
4553,original,4,10,277,test,89,85,8,4
4554,original,4,10,278,train,2208,2734,315,841
4555,original,4,10,278,test,89,85,8,4
4556,original,4,10,279,train,2181,2745,304,868
4557,original,4,10,279,test,89,85,8,4
4558,original,4,10,280,train,2209,2734,315,840
4559,original,4,10,280,test,89,85,8,4
4560,original,4,10,281,train,2181,2745,304,868
4561,original,4,10,281,test,89,85,8,4
4562,original,4,10,282,train,2209,2735,314,840
4563,original,4,10,282,test,89,85,8,4
4564,original,4,10,283,train,2181,2745,304,868
4565,original,4,10,283,test,89,85,8,4
4566,original,4,10,284,train,2209,2735,314,840
4567,original,4,10,284,test,89,85,8,4
4568,original,4,10,285,train,2181,2745,304,868
4569,original,4,10,285,test,89,85,8,4
4570,original,4,10,286,train,2209,2735,314,840
4571,original,4,10,286,test,89,85,8,4
4572,original,4,10,287,train,2181,2745,304,868
4573,original,4,10,287,test,89,85,8,4
4574,original,4,10,288,train,2209,2735,314,840
4575,original,4,10,288,test,89,85,8,4
4576,original,4,10,289,train,2182,2745,304,867
4577,original,4,10,289,test,89,85,8,4
4578,original,4,10,290,train,2209,2735,314,840
4579,original,4,10,290,test,89,85,8,4
4580,original,4,10,291,train,2182,2745,304,867
4581,original,4,10,291,test,89,85,8,4
4582,original,4,10,292,train,2209,2735,314,840
4583,original,4,10,292,test,89,85,8,4
4584,original,4,10,293,train,2182,2745,304,867
4585,original,4,10,293,test,89,85,8,4
4586,original,4,10,294,train,2209,2735,314,840
4587,original,4,10,294,test,89,85,8,4
4588,original,4,10,295,train,2182,2745,304,867
4589,original,4,10,295,test,89,85,8,4
4590,original,4,10,296,train,2209,2735,314,840
4591,original,4,10,296,test,89,85,8,4
4592,original,4,10,297,train,2183,2745,304,866
4593,original,4,10,297,test,89,85,8,4
4594,original,4,10,298,train,2209,2735,314,840
4595,original,4,10,298,test,89,85,8,4
4596,original,4,10,299,train,2183,2745,304,866
4597,original,4,10,299,test,89,85,8,4
4598,original,4,10,300,train,2209,2735,314,840
4599,original,4,10,300,test,89,85,8,4
4600,original,4,10,301,train,2183,2744,305,866
4601,original,4,10,301,test,89,85,8,4
4602,original,4,10,302,train,2209,2735,314,840
4603,original,4,10,302,test,89,85,8,4
4604,original,4,10,303,train,2183,2744,305,866
4605,original,4,10,303,test,89,85,8,4
4606,original,4,10,304,train,2209,2735,314,840
4607,original,4,10,304,test,89,85,8,4
4608,original,4,10,305,train,2183,2744,305,866
4609,original,4,10,305,test,89,85,8,4
4610,original,4,10,306,train,2209,2734,315,840
4611,original,4,10,306,test,89,85,8,4
4612,original,4,10,307,train,2183,2744,305,866
4613,original,4,10,307,test,89,85,8,4
4614,original,4,10,308,train,2209,2734,315,840
4615,original,4,10,308,test,89,85,8,4
4616,original,4,10,309,train,2183,2744,305,866
4617,original,4,10,309,test,89,85,8,4
4618,original,4,10,310,train,2208,2734,315,841
4619,original,4,10,310,test,89,85,8,4
4620,original,4,10,311,train,2183,2744,305,866
4621,original,4,10,311,test,89,85,8,4
4622,original,4,10,312,train,2208,2734,315,841
4623,original,4,10,312,test,89,85,8,4
4624,original,4,10,313,train,2183,2744,305,866
4625,original,4,10,313,test,89,85,8,4
4626,original,4,10,314,train,2208,2734,315,841
4627,original,4,10,314,test,89,85,8,4
4628,original,4,10,315,train,2183,2745,304,866
4629,original,4,10,315,test,89,85,8,4
4630,original,4,10,316,train,2209,2734,315,840
4631,original,4,10,316,test,89,85,8,4
4632,original,4,10,317,train,2183,2745,304,866
4633,original,4,10,317,test,89,85,8,4
4634,original,4,10,318,train,2209,2734,315,840
4635,original,4,10,318,test,89,85,8,4
4636,original,4,10,319,train,2183,2745,304,866
4637,original,4,10,319,test,89,85,8,4
4638,original,4,10,320,train,2209,2735,314,840
4639,original,4,10,320,test,89,85,8,4
4640,original,4,10,321,train,2183,2745,304,866
4641,original,4,10,321,test,89,85,8,4
4642,original,4,10,322,train,2209,2736,313,840
4643,original,4,10,322,test,89,85,8,4
4644,original,4,10,323,train,2183,2746,303,866
4645,original,4,10,323,test,89,85,8,4
4646,original,4,10,324,train,2209,2736,313,840
4647,original,4,10,324,test,89,85,8,4
4648,original,4,10,325,train,2183,2746,303,866
4649,original,4,10,325,test,89,85,8,4
4650,original,4,10,326,train,2205,2736,313,844
4651,original,4,10,326,test,89,85,8,4
4652,original,4,10,327,train,2183,2746,303,866
4653,original,4,10,327,test,89,85,8,4
4654,original,4,10,328,train,2205,2736,313,844
4655,original,4,10,328,test,89,85,8,4
4656,original,4,10,329,train,2182,2746,303,867
4657,original,4,10,329,test,89,85,8,4
4658,original,4,10,330,train,2206,2736,313,843
4659,original,4,10,330,test,89,85,8,4
4660,original,4,10,331,train,2182,2746,303,867
4661,original,4,10,331,test,89,85,8,4
4662,original,4,10,332,train,2206,2736,313,843
4663,original,4,10,332,test,89,85,8,4
4664,original,4,10,333,train,2182,2746,303,867
4665,original,4,10,333,test,89,85,8,4
4666,original,4,10,334,train,2206,2736,313,843
4667,original,4,10,334,test,89,85,8,4
4668,original,4,10,335,train,2182,2747,302,867
4669,original,4,10,335,test,89,85,8,4
4670,original,4,10,336,train,2207,2736,313,842
4671,original,4,10,336,test,89,85,8,4
4672,original,4,10,337,train,2182,2747,302,867
4673,original,4,10,337,test,89,85,8,4
4674,original,4,10,338,train,2207,2736,313,842
4675,original,4,10,338,test,89,85,8,4
4676,original,4,10,339,train,2182,2747,302,867
4677,original,4,10,339,test,89,85,8,4
4678,original,4,10,340,train,2207,2736,313,842
4679,original,4,10,340,test,89,85,8,4
4680,original,4,10,341,train,2182,2747,302,867
4681,original,4,10,341,test,89,85,8,4
4682,original,4,10,342,train,2207,2736,313,842
4683,original,4,10,342,test,89,85,8,4
4684,original,4,10,343,train,2182,2747,302,867
4685,original,4,10,343,test,89,85,8,4
4686,original,4,10,344,train,2207,2736,313,842
4687,original,4,10,344,test,89,85,8,4
4688,original,4,10,345,train,2185,2747,302,864
4689,original,4,10,345,test,89,85,8,4
4690,original,4,10,346,train,2207,2736,313,842
4691,original,4,10,346,test,89,85,8,4
4692,original,4,10,347,train,2185,2747,302,864
4693,original,4,10,347,test,89,85,8,4
4694,original,4,10,348,train,2207,2736,313,842
4695,original,4,10,348,test,89,85,8,4
4696,original,4,10,349,train,2187,2747,302,862
4697,original,4,10,349,test,89,85,8,4
4698,original,4,10,350,train,2207,2736,313,842
4699,original,4,10,350,test,89,85,8,4
4700,original,4,10,351,train,2187,2747,302,862
4701,original,4,10,351,test,89,85,8,4
4702,original,4,10,352,train,2207,2736,313,842
4703,original,4,10,352,test,89,85,8,4
4704,original,4,10,353,train,2187,2747,302,862
4705,original,4,10,353,test,89,85,8,4
4706,original,4,10,354,train,2207,2736,313,842
4707,original,4,10,354,test,89,85,8,4
4708,original,4,10,355,train,2187,2747,302,862
4709,original,4,10,355,test,89,85,8,4
4710,original,4,10,356,train,2207,2737,312,842
4711,original,4,10,356,test,89,85,8,4
4712,original,4,10,357,train,2187,2747,302,862
4713,original,4,10,357,test,89,85,8,4
4714,original,4,10,358,train,2207,2736,313,842
4715,original,4,10,358,test,89,85,8,4
4716,original,4,10,359,train,2187,2747,302,862
4717,original,4,10,359,test,89,85,8,4
4718,original,4,10,360,train,2207,2736,313,842
4719,original,4,10,360,test,89,85,8,4
4720,original,4,10,361,train,2187,2747,302,862
4721,original,4,10,361,test,89,85,8,4
4722,original,4,10,362,train,2207,2736,313,842
4723,original,4,10,362,test,89,85,8,4
4724,original,4,10,363,train,2187,2747,302,862
4725,original,4,10,363,test,89,85,8,4
4726,original,4,10,364,train,2207,2738,311,842
4727,original,4,10,364,test,89,85,8,4
4728,original,4,10,365,train,2187,2747,302,862
4729,original,4,10,365,test,89,85,8,4
4730,original,4,10,366,train,2207,2738,311,842
4731,original,4,10,366,test,89,85,8,4
4732,original,4,10,367,train,2187,2747,302,862
4733,original,4,10,367,test,89,85,8,4
4734,original,4,10,368,train,2207,2738,311,842
4735,original,4,10,368,test,89,85,8,4
4736,original,4,10,369,train,2187,2747,302,862
4737,original,4,10,369,test,89,85,8,4
4738,original,4,10,370,train,2207,2738,311,842
4739,original,4,10,370,test,89,85,8,4
4740,original,4,10,371,train,2187,2747,302,862
4741,original,4,10,371,test,89,85,8,4
4742,original,4,10,372,train,2207,2738,311,842
4743,original,4,10,372,test,89,85,8,4
4744,original,4,10,373,train,2187,2748,301,862
4745,original,4,10,373,test,89,85,8,4
4746,original,4,10,374,train,2207,2738,311,842
4747,original,4,10,374,test,89,85,8,4
4748,original,4,10,375,train,2187,2748,301,862
4749,original,4,10,375,test,89,85,8,4
4750,original,4,10,376,train,2208,2738,311,841
4751,original,4,10,376,test,89,85,8,4
4752,original,4,10,377,train,2188,2748,301,861
4753,original,4,10,377,test,89,85,8,4
4754,original,4,10,378,train,2208,2738,311,841
4755,original,4,10,378,test,89,85,8,4
4756,original,4,10,379,train,2188,2748,301,861
4757,original,4,10,379,test,89,85,8,4
4758,original,4,10,380,train,2208,2738,311,841
4759,original,4,10,380,test,89,85,8,4
4760,original,4,10,381,train,2188,2748,301,861
4761,original,4,10,381,test,89,85,8,4
4762,original,4,10,382,train,2209,2738,311,840
4763,original,4,10,382,test,89,85,8,4
4764,original,4,10,383,train,2188,2748,301,861
4765,original,4,10,383,test,89,85,8,4
4766,original,4,10,384,train,2209,2738,311,840
4767,original,4,10,384,test,89,85,8,4
4768,original,4,10,385,train,2188,2748,301,861
4769,original,4,10,385,test,89,85,8,4
4770,original,4,10,386,train,2209,2739,310,840
4771,original,4,10,386,test,89,85,8,4
4772,original,4,10,387,train,2188,2748,301,861
4773,original,4,10,387,test,89,85,8,4
4774,original,4,10,388,train,2209,2739,310,840
4775,original,4,10,388,test,89,85,8,4
4776,original,4,10,389,train,2188,2748,301,861
4777,original,4,10,389,test,89,85,8,4
4778,original,4,10,390,train,2209,2739,310,840
4779,original,4,10,390,test,89,85,8,4
4780,original,4,10,391,train,2188,2748,301,861
4781,original,4,10,391,test,89,85,8,4
4782,original,4,10,392,train,2209,2739,310,840
4783,original,4,10,392,test,89,85,8,4
4784,original,4,10,393,train,2188,2749,300,861
4785,original,4,10,393,test,89,85,8,4
4786,original,4,10,394,train,2209,2739,310,840
4787,original,4,10,394,test,89,85,8,4
4788,original,4,10,395,train,2188,2749,300,861
4789,original,4,10,395,test,89,85,8,4
4790,original,4,10,396,train,2209,2739,310,840
4791,original,4,10,396,test,89,85,8,4
4792,original,4,10,397,train,2188,2749,300,861
4793,original,4,10,397,test,89,85,8,4
4794,original,4,10,398,train,2209,2739,310,840
4795,original,4,10,398,test,89,85,8,4
4796,original,4,10,399,train,2192,2750,299,857
4797,original,4,10,399,test,89,85,8,4
4798,original,4,10,400,train,2209,2739,310,840
4799,original,4,10,400,test,89,85,8,4
4800,original,4,10,1,train,3049,0,3049,0
4801,original,4,10,1,test,93,0,93,0
4802,original,4,10,2,train,3049,0,3049,0
4803,original,4,10,2,test,93,0,93,0
4804,original,4,10,3,train,3049,0,3049,0
4805,original,4,10,3,test,93,0,93,0
4806,original,4,10,4,train,3049,0,3049,0
4807,original,4,10,4,test,93,0,93,0
4808,original,4,10,5,train,3049,0,3049,0
4809,original,4,10,5,test,93,0,93,0
4810,original,4,10,6,train,3049,0,3049,0
4811,original,4,10,6,test,93,0,93,0
4812,original,4,10,7,train,3049,0,3049,0
4813,original,4,10,7,test,93,0,93,0
4814,original,4,10,8,train,3049,0,3049,0
4815,original,4,10,8,test,93,0,93,0
4816,original,4,10,9,train,3049,0,3049,0
4817,original,4,10,9,test,93,0,93,0
4818,original,4,10,10,train,3049,0,3049,0
4819,original,4,10,10,test,93,0,93,0
4820,original,4,10,11,train,3049,0,3049,0
4821,original,4,10,11,test,93,0,93,0
4822,original,4,10,12,train,3049,0,3049,0
4823,original,4,10,12,test,93,0,93,0
4824,original,4,10,13,train,3049,0,3049,0
4825,original,4,10,13,test,93,0,93,0
4826,original,4,10,14,train,3049,0,3049,0
4827,original,4,10,14,test,93,0,93,0
4828,original,4,10,15,train,3049,0,3049,0
4829,original,4,10,15,test,93,0,93,0
4830,original,4,10,16,train,3049,0,3049,0
4831,original,4,10,16,test,93,0,93,0
4832,original,4,10,17,train,3049,0,3049,0
4833,original,4,10,17,test,93,0,93,0
4834,original,4,10,18,train,3049,0,3049,0
4835,original,4,10,18,test,93,0,93,0
4836,original,4,10,19,train,3049,0,3049,0
4837,original,4,10,19,test,93,0,93,0
4838,original,4,10,20,train,3049,0,3049,0
4839,original,4,10,20,test,93,0,93,0
4840,original,4,10,21,train,3048,0,3049,1
4841,original,4,10,21,test,93,1,92,0
4842,original,4,10,22,train,3047,22,3027,2
4843,original,4,10,22,test,93,2,91,0
4844,original,4,10,23,train,3034,75,2974,15
4845,original,4,10,23,test,93,5,88,0
4846,original,4,10,24,train,3032,130,2919,17
4847,original,4,10,24,test,93,5,88,0
4848,original,4,10,25,train,3028,155,2894,21
4849,original,4,10,25,test,93,7,86,0
4850,original,4,10,26,train,3024,176,2873,25
4851,original,4,10,26,test,93,9,84,0
4852,original,4,10,27,train,3011,230,2819,38
4853,original,4,10,27,test,93,11,82,0
4854,original,4,10,28,train,2990,344,2705,59
4855,original,4,10,28,test,93,16,77,0
4856,original,4,10,29,train,2963,536,2513,86
4857,original,4,10,29,test,93,21,72,0
4858,original,4,10,30,train,2925,796,2253,124
4859,original,4,10,30,test,93,27,66,0
4860,original,4,10,31,train,2888,1033,2016,161
4861,original,4,10,31,test,93,35,58,0
4862,original,4,10,32,train,2826,1261,1788,223
4863,original,4,10,32,test,93,44,49,0
4864,original,4,10,33,train,2770,1484,1565,279
4865,original,4,10,33,test,93,50,43,0
4866,original,4,10,34,train,2724,1684,1365,325
4867,original,4,10,34,test,93,57,36,0
4868,original,4,10,35,train,2686,1854,1195,363
4869,original,4,10,35,test,93,60,33,0
4870,original,4,10,36,train,2643,1989,1060,406
4871,original,4,10,36,test,93,63,30,0
4872,original,4,10,37,train,2602,2104,945,447
4873,original,4,10,37,test,93,65,28,0
4874,original,4,10,38,train,2565,2199,850,484
4875,original,4,10,38,test,93,66,27,0
4876,original,4,10,39,train,2528,2270,779,521
4877,original,4,10,39,test,92,68,25,1
4878,original,4,10,40,train,2504,2339,710,545
4879,original,4,10,40,test,92,70,23,1
4880,original,4,10,41,train,2472,2388,661,577
4881,original,4,10,41,test,92,71,22,1
4882,original,4,10,42,train,2441,2457,592,608
4883,original,4,10,42,test,92,72,21,1
4884,original,4,10,43,train,2415,2495,554,634
4885,original,4,10,43,test,92,72,21,1
4886,original,4,10,44,train,2384,2528,521,665
4887,original,4,10,44,test,92,73,20,1
4888,original,4,10,45,train,2350,2554,495,699
4889,original,4,10,45,test,92,73,20,1
4890,original,4,10,46,train,2328,2594,455,721
4891,original,4,10,46,test,92,74,19,1
4892,original,4,10,47,train,2303,2617,432,746
4893,original,4,10,47,test,92,75,18,1
4894,original,4,10,48,train,2278,2637,412,771
4895,original,4,10,48,test,92,75,18,1
4896,original,4,10,49,train,2254,2652,397,795
4897,original,4,10,49,test,91,75,18,2
