,method,seed,k,epoch,train_test,tp,tn,fp,fn
27563,original,0,15,182,test,19,19,2,2
27564,original,0,15,183,train,195,249,37,91
27565,original,0,15,183,test,19,20,1,2
27566,original,0,15,184,train,197,244,42,89
27567,original,0,15,184,test,19,19,2,2
27568,original,0,15,185,train,195,250,36,91
27569,original,0,15,185,test,19,20,1,2
27570,original,0,15,186,train,198,244,42,88
27571,original,0,15,186,test,19,19,2,2
27572,original,0,15,187,train,195,250,36,91
27573,original,0,15,187,test,19,20,1,2
27574,original,0,15,188,train,198,244,42,88
27575,original,0,15,188,test,19,19,2,2
27576,original,0,15,189,train,195,250,36,91
27577,original,0,15,189,test,19,20,1,2
27578,original,0,15,190,train,198,244,42,88
27579,original,0,15,190,test,19,19,2,2
27580,original,0,15,191,train,195,252,34,91
27581,original,0,15,191,test,19,20,1,2
27582,original,0,15,192,train,198,243,43,88
27583,original,0,15,192,test,19,19,2,2
27584,original,0,15,193,train,197,252,34,89
27585,original,0,15,193,test,19,20,1,2
27586,original,0,15,194,train,198,243,43,88
27587,original,0,15,194,test,19,19,2,2
27588,original,0,15,195,train,197,252,34,89
27589,original,0,15,195,test,19,20,1,2
27590,original,0,15,196,train,198,243,43,88
27591,original,0,15,196,test,19,19,2,2
27592,original,0,15,197,train,197,252,34,89
27593,original,0,15,197,test,19,20,1,2
27594,original,0,15,198,train,200,244,42,86
27595,original,0,15,198,test,19,19,2,2
27596,original,0,15,199,train,197,252,34,89
27597,original,0,15,199,test,19,20,1,2
27598,original,0,15,200,train,200,244,42,86
27599,original,0,15,200,test,19,19,2,2
27600,original,0,15,201,train,197,253,33,89
27601,original,0,15,201,test,19,20,1,2
27602,original,0,15,202,train,200,244,42,86
27603,original,0,15,202,test,19,20,1,2
27604,original,0,15,203,train,197,253,33,89
27605,original,0,15,203,test,19,20,1,2
27606,original,0,15,204,train,202,244,42,84
27607,original,0,15,204,test,19,20,1,2
27608,original,0,15,205,train,197,253,33,89
27609,original,0,15,205,test,19,20,1,2
27610,original,0,15,206,train,204,244,42,82
27611,original,0,15,206,test,19,20,1,2
27612,original,0,15,207,train,198,253,33,88
27613,original,0,15,207,test,19,20,1,2
27614,original,0,15,208,train,204,245,41,82
27615,original,0,15,208,test,19,20,1,2
27616,original,0,15,209,train,198,253,33,88
27617,original,0,15,209,test,19,20,1,2
27618,original,0,15,210,train,205,245,41,81
27619,original,0,15,210,test,19,20,1,2
27620,original,0,15,211,train,198,252,34,88
27621,original,0,15,211,test,19,20,1,2
27622,original,0,15,212,train,206,245,41,80
27623,original,0,15,212,test,19,20,1,2
27624,original,0,15,213,train,198,252,34,88
27625,original,0,15,213,test,19,20,1,2
27626,original,0,15,214,train,207,245,41,79
27627,original,0,15,214,test,19,20,1,2
27628,original,0,15,215,train,199,250,36,87
27629,original,0,15,215,test,19,20,1,2
27630,original,0,15,216,train,207,245,41,79
27631,original,0,15,216,test,19,20,1,2
27632,original,0,15,217,train,199,250,36,87
27633,original,0,15,217,test,19,20,1,2
27634,original,0,15,218,train,209,246,40,77
27635,original,0,15,218,test,19,20,1,2
27636,original,0,15,219,train,199,250,36,87
27637,original,0,15,219,test,19,20,1,2
27638,original,0,15,220,train,212,246,40,74
27639,original,0,15,220,test,19,20,1,2
27640,original,0,15,221,train,200,250,36,86
27641,original,0,15,221,test,19,20,1,2
27642,original,0,15,222,train,212,246,40,74
27643,original,0,15,222,test,19,20,1,2
27644,original,0,15,223,train,202,251,35,84
27645,original,0,15,223,test,19,20,1,2
27646,original,0,15,224,train,212,246,40,74
27647,original,0,15,224,test,19,20,1,2
27648,original,0,15,225,train,202,251,35,84
27649,original,0,15,225,test,19,20,1,2
27650,original,0,15,226,train,214,246,40,72
27651,original,0,15,226,test,19,20,1,2
27652,original,0,15,227,train,203,250,36,83
27653,original,0,15,227,test,19,20,1,2
27654,original,0,15,228,train,214,246,40,72
27655,original,0,15,228,test,19,20,1,2
27656,original,0,15,229,train,205,250,36,81
27657,original,0,15,229,test,19,20,1,2
27658,original,0,15,230,train,216,247,39,70
27659,original,0,15,230,test,19,20,1,2
27660,original,0,15,231,train,206,250,36,80
27661,original,0,15,231,test,19,21,0,2
27662,original,0,15,232,train,218,247,39,68
27663,original,0,15,232,test,19,20,1,2
27664,original,0,15,233,train,207,250,36,79
27665,original,0,15,233,test,19,21,0,2
27666,original,0,15,234,train,218,247,39,68
27667,original,0,15,234,test,19,20,1,2
27668,original,0,15,235,train,207,250,36,79
27669,original,0,15,235,test,19,21,0,2
27670,original,0,15,236,train,219,247,39,67
27671,original,0,15,236,test,19,20,1,2
27672,original,0,15,237,train,208,250,36,78
27673,original,0,15,237,test,19,21,0,2
27674,original,0,15,238,train,222,247,39,64
27675,original,0,15,238,test,19,20,1,2
27676,original,0,15,239,train,208,250,36,78
27677,original,0,15,239,test,19,21,0,2
27678,original,0,15,240,train,222,246,40,64
27679,original,0,15,240,test,19,20,1,2
27680,original,0,15,241,train,208,251,35,78
27681,original,0,15,241,test,19,21,0,2
27682,original,0,15,242,train,222,246,40,64
27683,original,0,15,242,test,19,20,1,2
27684,original,0,15,243,train,210,251,35,76
27685,original,0,15,243,test,19,21,0,2
27686,original,0,15,244,train,222,246,40,64
27687,original,0,15,244,test,19,20,1,2
27688,original,0,15,245,train,211,252,34,75
27689,original,0,15,245,test,19,21,0,2
27690,original,0,15,246,train,222,246,40,64
27691,original,0,15,246,test,19,20,1,2
27692,original,0,15,247,train,212,252,34,74
27693,original,0,15,247,test,19,21,0,2
27694,original,0,15,248,train,222,246,40,64
27695,original,0,15,248,test,19,20,1,2
27696,original,0,15,249,train,214,252,34,72
27697,original,0,15,249,test,19,21,0,2
27698,original,0,15,250,train,222,246,40,64
27699,original,0,15,250,test,19,20,1,2
27700,original,0,15,251,train,214,252,34,72
27701,original,0,15,251,test,19,21,0,2
27702,original,0,15,252,train,222,246,40,64
27703,original,0,15,252,test,19,20,1,2
27704,original,0,15,253,train,215,252,34,71
27705,original,0,15,253,test,19,21,0,2
27706,original,0,15,254,train,223,247,39,63
27707,original,0,15,254,test,19,20,1,2
27708,original,0,15,255,train,215,252,34,71
27709,original,0,15,255,test,19,21,0,2
27710,original,0,15,256,train,223,247,39,63
27711,original,0,15,256,test,19,20,1,2
27712,original,0,15,257,train,220,252,34,66
27713,original,0,15,257,test,19,21,0,2
27714,original,0,15,258,train,224,247,39,62
27715,original,0,15,258,test,19,20,1,2
27716,original,0,15,259,train,221,252,34,65
27717,original,0,15,259,test,19,21,0,2
27718,original,0,15,260,train,224,247,39,62
27719,original,0,15,260,test,19,20,1,2
27720,original,0,15,261,train,221,252,34,65
27721,original,0,15,261,test,19,21,0,2
27722,original,0,15,262,train,224,247,39,62
27723,original,0,15,262,test,19,20,1,2
27724,original,0,15,263,train,221,252,34,65
27725,original,0,15,263,test,19,21,0,2
27726,original,0,15,264,train,224,247,39,62
27727,original,0,15,264,test,19,20,1,2
27728,original,0,15,265,train,221,252,34,65
27729,original,0,15,265,test,19,21,0,2
27730,original,0,15,266,train,225,247,39,61
27731,original,0,15,266,test,19,20,1,2
27732,original,0,15,267,train,221,252,34,65
27733,original,0,15,267,test,19,21,0,2
27734,original,0,15,268,train,227,247,39,59
27735,original,0,15,268,test,19,20,1,2
27736,original,0,15,269,train,221,252,34,65
27737,original,0,15,269,test,19,21,0,2
27738,original,0,15,270,train,228,247,39,58
27739,original,0,15,270,test,19,20,1,2
27740,original,0,15,271,train,221,252,34,65
27741,original,0,15,271,test,19,21,0,2
27742,original,0,15,272,train,228,247,39,58
27743,original,0,15,272,test,19,20,1,2
27744,original,0,15,273,train,221,252,34,65
27745,original,0,15,273,test,19,21,0,2
27746,original,0,15,274,train,228,247,39,58
27747,original,0,15,274,test,19,20,1,2
27748,original,0,15,275,train,221,252,34,65
27749,original,0,15,275,test,19,21,0,2
27750,original,0,15,276,train,228,247,39,58
27751,original,0,15,276,test,19,20,1,2
27752,original,0,15,277,train,223,252,34,63
27753,original,0,15,277,test,19,21,0,2
27754,original,0,15,278,train,228,247,39,58
27755,original,0,15,278,test,19,20,1,2
27756,original,0,15,279,train,223,252,34,63
27757,original,0,15,279,test,19,21,0,2
27758,original,0,15,280,train,229,247,39,57
27759,original,0,15,280,test,19,20,1,2
27760,original,0,15,281,train,223,252,34,63
27761,original,0,15,281,test,19,21,0,2
27762,original,0,15,282,train,230,247,39,56
27763,original,0,15,282,test,19,20,1,2
27764,original,0,15,283,train,223,252,34,63
27765,original,0,15,283,test,19,21,0,2
27766,original,0,15,284,train,231,247,39,55
27767,original,0,15,284,test,19,20,1,2
27768,original,0,15,285,train,223,252,34,63
27769,original,0,15,285,test,19,21,0,2
27770,original,0,15,286,train,231,248,38,55
27771,original,0,15,286,test,19,20,1,2
27772,original,0,15,287,train,223,252,34,63
27773,original,0,15,287,test,19,21,0,2
27774,original,0,15,288,train,232,249,37,54
27775,original,0,15,288,test,19,20,1,2
27776,original,0,15,289,train,223,252,34,63
27777,original,0,15,289,test,19,21,0,2
27778,original,0,15,290,train,232,249,37,54
27779,original,0,15,290,test,19,20,1,2
27780,original,0,15,291,train,223,252,34,63
27781,original,0,15,291,test,19,21,0,2
27782,original,0,15,292,train,232,249,37,54
27783,original,0,15,292,test,19,20,1,2
27784,original,0,15,293,train,223,252,34,63
27785,original,0,15,293,test,19,21,0,2
27786,original,0,15,294,train,232,248,38,54
27787,original,0,15,294,test,19,20,1,2
27788,original,0,15,295,train,223,253,33,63
27789,original,0,15,295,test,19,21,0,2
27790,original,0,15,296,train,232,248,38,54
27791,original,0,15,296,test,19,20,1,2
27792,original,0,15,297,train,223,253,33,63
27793,original,0,15,297,test,19,21,0,2
27794,original,0,15,298,train,235,248,38,51
27795,original,0,15,298,test,19,20,1,2
27796,original,0,15,299,train,225,253,33,61
27797,original,0,15,299,test,19,21,0,2
27798,original,0,15,300,train,235,248,38,51
27799,original,0,15,300,test,19,20,1,2
27800,original,0,15,301,train,226,253,33,60
27801,original,0,15,301,test,19,21,0,2
27802,original,0,15,302,train,236,248,38,50
27803,original,0,15,302,test,19,20,1,2
27804,original,0,15,303,train,227,253,33,59
27805,original,0,15,303,test,19,21,0,2
27806,original,0,15,304,train,236,248,38,50
27807,original,0,15,304,test,19,20,1,2
27808,original,0,15,305,train,228,254,32,58
27809,original,0,15,305,test,19,21,0,2
27810,original,0,15,306,train,236,248,38,50
27811,original,0,15,306,test,19,20,1,2
27812,original,0,15,307,train,228,254,32,58
27813,original,0,15,307,test,19,21,0,2
27814,original,0,15,308,train,236,248,38,50
27815,original,0,15,308,test,19,20,1,2
27816,original,0,15,309,train,228,255,31,58
27817,original,0,15,309,test,19,21,0,2
27818,original,0,15,310,train,236,248,38,50
27819,original,0,15,310,test,19,20,1,2
27820,original,0,15,311,train,228,255,31,58
27821,original,0,15,311,test,19,21,0,2
27822,original,0,15,312,train,236,248,38,50
27823,original,0,15,312,test,19,20,1,2
27824,original,0,15,313,train,228,255,31,58
27825,original,0,15,313,test,19,21,0,2
27826,original,0,15,314,train,236,248,38,50
27827,original,0,15,314,test,19,20,1,2
27828,original,0,15,315,train,228,256,30,58
27829,original,0,15,315,test,19,21,0,2
27830,original,0,15,316,train,236,248,38,50
27831,original,0,15,316,test,19,20,1,2
27832,original,0,15,317,train,228,256,30,58
27833,original,0,15,317,test,19,21,0,2
27834,original,0,15,318,train,236,247,39,50
27835,original,0,15,318,test,20,20,1,1
27836,original,0,15,319,train,228,255,31,58
27837,original,0,15,319,test,19,21,0,2
27838,original,0,15,320,train,236,247,39,50
27839,original,0,15,320,test,20,20,1,1
27840,original,0,15,321,train,229,255,31,57
27841,original,0,15,321,test,19,21,0,2
27842,original,0,15,322,train,236,247,39,50
27843,original,0,15,322,test,20,20,1,1
27844,original,0,15,323,train,229,255,31,57
27845,original,0,15,323,test,19,21,0,2
27846,original,0,15,324,train,237,247,39,49
27847,original,0,15,324,test,20,20,1,1
27848,original,0,15,325,train,230,255,31,56
27849,original,0,15,325,test,19,21,0,2
27850,original,0,15,326,train,237,247,39,49
27851,original,0,15,326,test,20,20,1,1
27852,original,0,15,327,train,230,255,31,56
27853,original,0,15,327,test,19,21,0,2
27854,original,0,15,328,train,237,246,40,49
27855,original,0,15,328,test,20,20,1,1
27856,original,0,15,329,train,230,256,30,56
27857,original,0,15,329,test,19,21,0,2
27858,original,0,15,330,train,237,246,40,49
27859,original,0,15,330,test,20,20,1,1
27860,original,0,15,331,train,230,256,30,56
27861,original,0,15,331,test,19,21,0,2
27862,original,0,15,332,train,237,246,40,49
27863,original,0,15,332,test,20,20,1,1
27864,original,0,15,333,train,230,256,30,56
27865,original,0,15,333,test,19,21,0,2
27866,original,0,15,334,train,237,246,40,49
27867,original,0,15,334,test,20,20,1,1
27868,original,0,15,335,train,231,256,30,55
27869,original,0,15,335,test,19,21,0,2
27870,original,0,15,336,train,237,246,40,49
27871,original,0,15,336,test,20,20,1,1
27872,original,0,15,337,train,231,256,30,55
27873,original,0,15,337,test,19,21,0,2
27874,original,0,15,338,train,237,246,40,49
27875,original,0,15,338,test,20,20,1,1
27876,original,0,15,339,train,231,256,30,55
27877,original,0,15,339,test,19,21,0,2
27878,original,0,15,340,train,237,246,40,49
27879,original,0,15,340,test,20,20,1,1
27880,original,0,15,341,train,231,256,30,55
27881,original,0,15,341,test,19,21,0,2
27882,original,0,15,342,train,237,246,40,49
27883,original,0,15,342,test,20,20,1,1
27884,original,0,15,343,train,231,256,30,55
27885,original,0,15,343,test,19,21,0,2
27886,original,0,15,344,train,237,246,40,49
27887,original,0,15,344,test,20,20,1,1
27888,original,0,15,345,train,231,256,30,55
27889,original,0,15,345,test,19,21,0,2
27890,original,0,15,346,train,237,245,41,49
27891,original,0,15,346,test,20,20,1,1
27892,original,0,15,347,train,231,256,30,55
27893,original,0,15,347,test,19,21,0,2
27894,original,0,15,348,train,238,245,41,48
27895,original,0,15,348,test,20,20,1,1
27896,original,0,15,349,train,231,256,30,55
27897,original,0,15,349,test,19,21,0,2
27898,original,0,15,350,train,239,245,41,47
27899,original,0,15,350,test,20,20,1,1
27900,original,0,15,351,train,233,257,29,53
27901,original,0,15,351,test,19,21,0,2
27902,original,0,15,352,train,239,245,41,47
27903,original,0,15,352,test,20,20,1,1
27904,original,0,15,353,train,233,257,29,53
27905,original,0,15,353,test,19,21,0,2
27906,original,0,15,354,train,239,245,41,47
27907,original,0,15,354,test,20,20,1,1
27908,original,0,15,355,train,233,257,29,53
27909,original,0,15,355,test,19,21,0,2
27910,original,0,15,356,train,239,245,41,47
27911,original,0,15,356,test,20,20,1,1
27912,original,0,15,357,train,233,257,29,53
27913,original,0,15,357,test,19,21,0,2
27914,original,0,15,358,train,239,245,41,47
27915,original,0,15,358,test,20,20,1,1
27916,original,0,15,359,train,233,257,29,53
27917,original,0,15,359,test,19,21,0,2
27918,original,0,15,360,train,239,245,41,47
27919,original,0,15,360,test,20,20,1,1
27920,original,0,15,361,train,234,257,29,52
27921,original,0,15,361,test,19,21,0,2
27922,original,0,15,362,train,240,245,41,46
27923,original,0,15,362,test,20,20,1,1
27924,original,0,15,363,train,234,257,29,52
27925,original,0,15,363,test,19,21,0,2
27926,original,0,15,364,train,240,244,42,46
27927,original,0,15,364,test,20,20,1,1
27928,original,0,15,365,train,234,257,29,52
27929,original,0,15,365,test,19,21,0,2
27930,original,0,15,366,train,240,244,42,46
27931,original,0,15,366,test,20,20,1,1
27932,original,0,15,367,train,234,257,29,52
27933,original,0,15,367,test,19,21,0,2
27934,original,0,15,368,train,240,244,42,46
27935,original,0,15,368,test,20,20,1,1
27936,original,0,15,369,train,234,257,29,52
27937,original,0,15,369,test,19,21,0,2
27938,original,0,15,370,train,241,244,42,45
27939,original,0,15,370,test,20,20,1,1
27940,original,0,15,371,train,234,257,29,52
27941,original,0,15,371,test,19,21,0,2
27942,original,0,15,372,train,241,244,42,45
27943,original,0,15,372,test,20,20,1,1
27944,original,0,15,373,train,234,257,29,52
27945,original,0,15,373,test,19,21,0,2
27946,original,0,15,374,train,242,244,42,44
27947,original,0,15,374,test,20,20,1,1
27948,original,0,15,375,train,234,257,29,52
27949,original,0,15,375,test,19,21,0,2
27950,original,0,15,376,train,245,244,42,41
27951,original,0,15,376,test,20,20,1,1
27952,original,0,15,377,train,234,257,29,52
27953,original,0,15,377,test,19,21,0,2
27954,original,0,15,378,train,245,245,41,41
27955,original,0,15,378,test,20,20,1,1
27956,original,0,15,379,train,235,257,29,51
27957,original,0,15,379,test,19,21,0,2
27958,original,0,15,380,train,245,245,41,41
27959,original,0,15,380,test,20,20,1,1
27960,original,0,15,381,train,235,257,29,51
27961,original,0,15,381,test,19,21,0,2
27962,original,0,15,382,train,245,245,41,41
27963,original,0,15,382,test,20,20,1,1
27964,original,0,15,383,train,235,257,29,51
27965,original,0,15,383,test,19,21,0,2
27966,original,0,15,384,train,245,245,41,41
27967,original,0,15,384,test,20,20,1,1
27968,original,0,15,385,train,236,257,29,50
27969,original,0,15,385,test,19,21,0,2
27970,original,0,15,386,train,245,245,41,41
27971,original,0,15,386,test,20,20,1,1
27972,original,0,15,387,train,236,257,29,50
27973,original,0,15,387,test,19,21,0,2
27974,original,0,15,388,train,245,245,41,41
27975,original,0,15,388,test,20,20,1,1
27976,original,0,15,389,train,236,257,29,50
27977,original,0,15,389,test,19,21,0,2
27978,original,0,15,390,train,247,245,41,39
27979,original,0,15,390,test,20,20,1,1
27980,original,0,15,391,train,236,257,29,50
27981,original,0,15,391,test,19,21,0,2
27982,original,0,15,392,train,247,245,41,39
27983,original,0,15,392,test,20,20,1,1
27984,original,0,15,393,train,236,257,29,50
27985,original,0,15,393,test,19,21,0,2
27986,original,0,15,394,train,247,247,39,39
27987,original,0,15,394,test,20,20,1,1
27988,original,0,15,395,train,236,257,29,50
27989,original,0,15,395,test,19,21,0,2
27990,original,0,15,396,train,247,247,39,39
27991,original,0,15,396,test,20,20,1,1
27992,original,0,15,397,train,236,257,29,50
27993,original,0,15,397,test,19,21,0,2
27994,original,0,15,398,train,248,247,39,38
27995,original,0,15,398,test,20,20,1,1
27996,original,0,15,399,train,236,257,29,50
27997,original,0,15,399,test,19,21,0,2
27998,original,0,15,400,train,248,247,39,38
27999,original,0,15,400,test,20,20,1,1
28000,original,0,16,1,train,286,0,286,0
28001,original,0,16,1,test,21,0,21,0
28002,original,0,16,2,train,286,0,286,0
28003,original,0,16,2,test,21,0,21,0
28004,original,0,16,3,train,286,0,286,0
28005,original,0,16,3,test,21,0,21,0
28006,original,0,16,4,train,286,0,286,0
28007,original,0,16,4,test,21,0,21,0
28008,original,0,16,5,train,286,0,286,0
28009,original,0,16,5,test,21,0,21,0
28010,original,0,16,6,train,286,0,286,0
28011,original,0,16,6,test,21,0,21,0
28012,original,0,16,7,train,286,0,286,0
28013,original,0,16,7,test,21,0,21,0
28014,original,0,16,8,train,286,0,286,0
28015,original,0,16,8,test,21,0,21,0
28016,original,0,16,9,train,286,0,286,0
28017,original,0,16,9,test,21,0,21,0
28018,original,0,16,10,train,286,0,286,0
28019,original,0,16,10,test,21,0,21,0
28020,original,0,16,11,train,286,0,286,0
28021,original,0,16,11,test,21,0,21,0
28022,original,0,16,12,train,286,0,286,0
28023,original,0,16,12,test,21,0,21,0
28024,original,0,16,13,train,286,0,286,0
28025,original,0,16,13,test,21,0,21,0
28026,original,0,16,14,train,286,0,286,0
28027,original,0,16,14,test,21,0,21,0
28028,original,0,16,15,train,286,0,286,0
28029,original,0,16,15,test,21,0,21,0
28030,original,0,16,16,train,286,0,286,0
28031,original,0,16,16,test,21,0,21,0
28032,original,0,16,17,train,286,0,286,0
28033,original,0,16,17,test,21,0,21,0
28034,original,0,16,18,train,286,0,286,0
28035,original,0,16,18,test,21,0,21,0
28036,original,0,16,19,train,286,0,286,0
28037,original,0,16,19,test,21,0,21,0
28038,original,0,16,20,train,286,0,286,0
28039,original,0,16,20,test,21,0,21,0
28040,original,0,16,21,train,286,0,286,0
28041,original,0,16,21,test,21,0,21,0
28042,original,0,16,22,train,286,0,286,0
28043,original,0,16,22,test,21,0,21,0
28044,original,0,16,23,train,286,0,286,0
28045,original,0,16,23,test,21,0,21,0
28046,original,0,16,24,train,286,2,284,0
28047,original,0,16,24,test,21,0,21,0
28048,original,0,16,25,train,286,4,282,0
28049,original,0,16,25,test,21,0,21,0
28050,original,0,16,26,train,286,8,278,0
28051,original,0,16,26,test,21,0,21,0
28052,original,0,16,27,train,286,17,269,0
28053,original,0,16,27,test,21,0,21,0
28054,original,0,16,28,train,286,27,259,0
28055,original,0,16,28,test,21,2,19,0
28056,original,0,16,29,train,286,34,252,0
28057,original,0,16,29,test,21,3,18,0
28058,original,0,16,30,train,286,43,243,0
28059,original,0,16,30,test,21,5,16,0
28060,original,0,16,31,train,286,51,235,0
28061,original,0,16,31,test,21,5,16,0
28062,original,0,16,32,train,285,63,223,1
28063,original,0,16,32,test,21,7,14,0
28064,original,0,16,33,train,283,71,215,3
28065,original,0,16,33,test,21,8,13,0
28066,original,0,16,34,train,276,86,200,10
28067,original,0,16,34,test,21,8,13,0
28068,original,0,16,35,train,273,95,191,13
28069,original,0,16,35,test,21,9,12,0
28070,original,0,16,36,train,267,103,183,19
28071,original,0,16,36,test,21,10,11,0
28072,original,0,16,37,train,262,116,170,24
28073,original,0,16,37,test,21,10,11,0
28074,original,0,16,38,train,262,123,163,24
28075,original,0,16,38,test,21,11,10,0
28076,original,0,16,39,train,255,131,155,31
28077,original,0,16,39,test,21,11,10,0
28078,original,0,16,40,train,251,139,147,35
28079,original,0,16,40,test,21,13,8,0
28080,original,0,16,41,train,244,145,141,42
28081,original,0,16,41,test,21,14,7,0
28082,original,0,16,42,train,242,155,131,44
28083,original,0,16,42,test,21,16,5,0
28084,original,0,16,43,train,234,160,126,52
28085,original,0,16,43,test,21,17,4,0
28086,original,0,16,44,train,230,162,124,56
28087,original,0,16,44,test,21,17,4,0
28088,original,0,16,45,train,225,170,116,61
28089,original,0,16,45,test,21,17,4,0
28090,original,0,16,46,train,225,177,109,61
28091,original,0,16,46,test,21,18,3,0
28092,original,0,16,47,train,221,183,103,65
28093,original,0,16,47,test,21,18,3,0
28094,original,0,16,48,train,221,190,96,65
28095,original,0,16,48,test,21,18,3,0
28096,original,0,16,49,train,219,193,93,67
28097,original,0,16,49,test,21,18,3,0
28098,original,0,16,50,train,217,194,92,69
28099,original,0,16,50,test,21,18,3,0
28100,original,0,16,51,train,212,197,89,74
28101,original,0,16,51,test,21,18,3,0
28102,original,0,16,52,train,207,198,88,79
28103,original,0,16,52,test,21,18,3,0
28104,original,0,16,53,train,202,202,84,84
28105,original,0,16,53,test,21,18,3,0
28106,original,0,16,54,train,198,206,80,88
28107,original,0,16,54,test,21,18,3,0
28108,original,0,16,55,train,198,210,76,88
28109,original,0,16,55,test,21,18,3,0
28110,original,0,16,56,train,198,212,74,88
28111,original,0,16,56,test,21,18,3,0
28112,original,0,16,57,train,198,213,73,88
28113,original,0,16,57,test,21,18,3,0
28114,original,0,16,58,train,195,215,71,91
28115,original,0,16,58,test,21,18,3,0
28116,original,0,16,59,train,195,216,70,91
28117,original,0,16,59,test,21,18,3,0
28118,original,0,16,60,train,193,219,67,93
28119,original,0,16,60,test,21,18,3,0
28120,original,0,16,61,train,193,220,66,93
28121,original,0,16,61,test,21,18,3,0
28122,original,0,16,62,train,192,223,63,94
28123,original,0,16,62,test,21,18,3,0
28124,original,0,16,63,train,192,224,62,94
28125,original,0,16,63,test,21,18,3,0
28126,original,0,16,64,train,187,224,62,99
28127,original,0,16,64,test,21,18,3,0
28128,original,0,16,65,train,185,225,61,101
28129,original,0,16,65,test,21,18,3,0
28130,original,0,16,66,train,184,226,60,102
28131,original,0,16,66,test,21,18,3,0
28132,original,0,16,67,train,182,227,59,104
28133,original,0,16,67,test,21,18,3,0
28134,original,0,16,68,train,179,229,57,107
28135,original,0,16,68,test,21,18,3,0
28136,original,0,16,69,train,179,230,56,107
28137,original,0,16,69,test,21,18,3,0
28138,original,0,16,70,train,179,232,54,107
28139,original,0,16,70,test,20,18,3,1
28140,original,0,16,71,train,178,235,51,108
28141,original,0,16,71,test,20,18,3,1
28142,original,0,16,72,train,177,235,51,109
28143,original,0,16,72,test,20,18,3,1
28144,original,0,16,73,train,177,235,51,109
28145,original,0,16,73,test,20,18,3,1
28146,original,0,16,74,train,177,235,51,109
28147,original,0,16,74,test,20,18,3,1
28148,original,0,16,75,train,176,237,49,110
28149,original,0,16,75,test,20,18,3,1
28150,original,0,16,76,train,176,240,46,110
28151,original,0,16,76,test,20,18,3,1
28152,original,0,16,77,train,175,240,46,111
28153,original,0,16,77,test,20,18,3,1
28154,original,0,16,78,train,175,241,45,111
28155,original,0,16,78,test,20,18,3,1
28156,original,0,16,79,train,175,241,45,111
28157,original,0,16,79,test,20,18,3,1
28158,original,0,16,80,train,171,241,45,115
28159,original,0,16,80,test,20,18,3,1
28160,original,0,16,81,train,171,242,44,115
28161,original,0,16,81,test,20,18,3,1
28162,original,0,16,82,train,171,242,44,115
28163,original,0,16,82,test,20,18,3,1
28164,original,0,16,83,train,171,242,44,115
28165,original,0,16,83,test,20,18,3,1
28166,original,0,16,84,train,171,242,44,115
28167,original,0,16,84,test,20,18,3,1
28168,original,0,16,85,train,171,242,44,115
28169,original,0,16,85,test,20,18,3,1
28170,original,0,16,86,train,170,242,44,116
28171,original,0,16,86,test,20,18,3,1
28172,original,0,16,87,train,170,242,44,116
28173,original,0,16,87,test,20,18,3,1
28174,original,0,16,88,train,170,242,44,116
28175,original,0,16,88,test,20,18,3,1
28176,original,0,16,89,train,170,243,43,116
28177,original,0,16,89,test,20,18,3,1
28178,original,0,16,90,train,170,243,43,116
28179,original,0,16,90,test,20,19,2,1
28180,original,0,16,91,train,170,243,43,116
28181,original,0,16,91,test,20,19,2,1
28182,original,0,16,92,train,170,244,42,116
28183,original,0,16,92,test,19,19,2,2
28184,original,0,16,93,train,170,244,42,116
28185,original,0,16,93,test,19,19,2,2
28186,original,0,16,94,train,170,244,42,116
28187,original,0,16,94,test,19,19,2,2
28188,original,0,16,95,train,170,244,42,116
28189,original,0,16,95,test,19,19,2,2
28190,original,0,16,96,train,170,245,41,116
28191,original,0,16,96,test,19,19,2,2
28192,original,0,16,97,train,170,245,41,116
28193,original,0,16,97,test,19,19,2,2
28194,original,0,16,98,train,170,246,40,116
28195,original,0,16,98,test,19,19,2,2
28196,original,0,16,99,train,170,246,40,116
28197,original,0,16,99,test,19,19,2,2
28198,original,0,16,100,train,170,246,40,116
28199,original,0,16,100,test,19,19,2,2
28200,original,0,16,101,train,170,246,40,116
28201,original,0,16,101,test,19,19,2,2
28202,original,0,16,102,train,170,246,40,116
28203,original,0,16,102,test,19,19,2,2
28204,original,0,16,103,train,170,246,40,116
28205,original,0,16,103,test,19,19,2,2
28206,original,0,16,104,train,170,246,40,116
28207,original,0,16,104,test,19,19,2,2
28208,original,0,16,105,train,170,246,40,116
28209,original,0,16,105,test,19,19,2,2
28210,original,0,16,106,train,170,246,40,116
28211,original,0,16,106,test,19,19,2,2
28212,original,0,16,107,train,170,246,40,116
28213,original,0,16,107,test,19,19,2,2
28214,original,0,16,108,train,170,247,39,116
28215,original,0,16,108,test,19,19,2,2
28216,original,0,16,109,train,170,247,39,116
28217,original,0,16,109,test,19,19,2,2
28218,original,0,16,110,train,170,247,39,116
28219,original,0,16,110,test,19,19,2,2
28220,original,0,16,111,train,170,247,39,116
28221,original,0,16,111,test,19,19,2,2
28222,original,0,16,112,train,171,247,39,115
28223,original,0,16,112,test,19,19,2,2
28224,original,0,16,113,train,171,247,39,115
28225,original,0,16,113,test,19,19,2,2
28226,original,0,16,114,train,172,247,39,114
28227,original,0,16,114,test,19,19,2,2
